Especie,Latitude,Longitude
Biomphalaria_straminea,-5.450598,-39.713229
Biomphalaria_straminea,-7.82983,-39.07824
Biomphalaria_straminea,-3.800154,-39.26086
Biomphalaria_straminea,-6.048382,-38.472107
Biomphalaria_straminea,-4.963069,-39.001466
Biomphalaria_straminea,-6.25897,-39.177017
Biomphalaria_straminea,-5.190222,-39.297757
Biomphalaria_straminea,-4.226765,-38.73723
Biomphalaria_straminea,-4.133526,-40.600085
Biomphalaria_straminea,-4.94353,-37.988077
Biomphalaria_straminea,-6.541666,-39.90527
Biomphalaria_straminea,-4.335449,-40.157954
Biomphalaria_straminea,-3.461833,-40.21514
Biomphalaria_straminea,-4.050556,-40.863435
Biomphalaria_straminea,-3.596975,-38.937042
Biomphalaria_straminea,-3.673461,-39.24338
Biomphalaria_straminea,-5.583732,-39.367467
Biomphalaria_straminea,-3.695898,-40.349479
Biomphalaria_straminea,-5.727093,-38.99424
Biomphalaria_straminea,-4.831632,-40.317202
Biomphalaria_straminea,-6.002857,-40.29106
Biomphalaria_straminea,-6.639755,-38.709604
Biomphalaria_straminea,-6.800223,-39.298056
Biomphalaria_straminea,-3.571192,-41.093592
Biomphalaria_straminea,-22.536212,-55.735398
Biomphalaria_straminea,-20.783441,-51.714386
Biomphalaria_straminea,-6.434731,-36.643944
Biomphalaria_straminea,-5.577125,-36.887859
Biomphalaria_straminea,-6.208676,-38.296153
Biomphalaria_straminea,-6.417143,-38.004265
Biomphalaria_straminea,-5.299868,-36.749748
Biomphalaria_straminea,-5.652608,-36.595861
Biomphalaria_straminea,-5.667196,-37.802386
Biomphalaria_straminea,-6.203325,-35.1423
Biomphalaria_straminea,-5.781447,-37.246351
Biomphalaria_straminea,-6.33888,-35.059668
Biomphalaria_straminea,-5.686883,-35.812125
Biomphalaria_straminea,-6.197512,-35.367877
Biomphalaria_straminea,-5.757896,-35.995787
Biomphalaria_straminea,-6.449451,-37.099459
Biomphalaria_straminea,-6.394843,-35.102638
Biomphalaria_straminea,-5.799608,-37.554314
Biomphalaria_straminea,-5.644466,-35.432193
Biomphalaria_straminea,-6.017374,-36.344676
Biomphalaria_straminea,-6.4093,-36.792018
Biomphalaria_straminea,-6.246934,-36.508296
Biomphalaria_straminea,-6.330637,-35.309077
Biomphalaria_straminea,-5.711887,-35.300773
Biomphalaria_straminea,-6.122863,-36.813861
Biomphalaria_straminea,-6.261198,-35.218902
Biomphalaria_straminea,-5.823646,-35.547245
Biomphalaria_straminea,-5.502058,-36.886917
Biomphalaria_straminea,-5.846372,-37.995871
Biomphalaria_straminea,-6.377588,-37.355318
Biomphalaria_straminea,-6.591135,-36.77311
Biomphalaria_straminea,-5.533416,-35.826194
Biomphalaria_straminea,-6.314556,-38.283076
Biomphalaria_straminea,-60.38017,-37.018968
Biomphalaria_straminea,-6.426536,-35.615874
Biomphalaria_straminea,-6.411163,-38.391035
Biomphalaria_straminea,-5.85634,-35.348216
Biomphalaria_straminea,-5.11438,-36.640947
Biomphalaria_straminea,-6.087365,-37.913304
Biomphalaria_straminea,-5.520456,-35.255592
Biomphalaria_straminea,-6.071306,-35.337203
Biomphalaria_straminea,-5.197013,-37.334252
Biomphalaria_straminea,-5.785996,-35.240648
